,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
2647,15.16861905206344,Snowy,High,Evening,Scooter,26,1.974032203649247,83
2648,3.4915242039113417,Clear,Medium,Evening,Bike,21,0.0248334396590319,45
2649,4.692836415392537,Clear,High,Morning,Scooter,12,-0.0259512859459074,39
2650,8.115099498307282,Clear,Low,Evening,Bike,23,2.0238916867099626,43
2651,6.006025234731696,Rainy,Low,Evening,Scooter,15,0.8852809245298149,43
2652,1.112797174405432,Foggy,High,Afternoon,Scooter,14,2.142066703415363,38
2653,2.8892019929189905,Snowy,Medium,Morning,Scooter,24,3.1510813654496648,45
2654,1.504034465838555,Foggy,Medium,Evening,Scooter,14,4.015615542779198,32
2655,12.13790447569875,Clear,Medium,Evening,Bike,28,0.029236267351797,71
2656,5.594483825908668,Clear,Low,Morning,Car,10,8.106273339070118,27
2657,18.254311933680828,Clear,Low,Morning,Car,18,8.857084413785675,58
2658,13.800488751956586,Clear,Low,Morning,Bike,28,0.0621911108188377,63
2659,7.971797797315413,Rainy,Medium,Morning,Bike,11,6.960707681483046,49
2660,12.025396851981618,Windy,Low,Morning,Bike,31,3.8944805314841897,59
2661,3.06276143932985,Rainy,Medium,Night,Bike,15,8.131344958133411,31
2662,3.2607207437200403,Rainy,Medium,Afternoon,Scooter,16,4.139077773503834,42
2663,2.9877172117465105,Clear,Medium,Evening,Bike,14,4.1720301591745095,25
2664,8.197797913726228,Windy,Low,Afternoon,Bike,6,4.069452564566822,26
2665,8.445246236821847,Snowy,Low,Morning,Car,6,5.026613602581918,53
2666,7.943124445054901,Clear,Low,Evening,Scooter,23,4.943924406813086,52
2667,7.076085300774036,Clear,High,Night,Car,27,6.803371003396859,58
2668,5.624354740564444,Rainy,Medium,Morning,Scooter,26,8.8928723301153,52
2669,16.247389506388927,Clear,Medium,Evening,Car,12,2.0840198302555404,64
2670,3.388284297626017,Clear,Medium,Afternoon,Scooter,17,4.253579759034177,29
2671,8.81821295630731,Clear,Medium,Evening,Scooter,27,3.064956956790592,72
2672,19.498160590068466,Foggy,High,Afternoon,Bike,14,6.199939272379638,96
2673,13.297525252636657,Rainy,High,Morning,Bike,17,8.473414177907442,59
2674,6.698361285013258,Clear,High,Evening,Bike,29,4.9094029627898434,53
2675,17.3951496384713,Rainy,Low,Afternoon,Bike,5,1.0176019555003808,48
2676,1.7802652946921156,Clear,Medium,Evening,Scooter,12,7.192871043475576,21
2677,13.651958730751602,Snowy,Low,Morning,Scooter,19,3.615312551841616,70
2678,3.7801090776358337,Snowy,Low,Morning,Bike,9,6.300030269161675,32
2679,10.07754823722241,Clear,Medium,Afternoon,Scooter,13,5.1420080031471,47
2680,17.441546011983288,Snowy,Medium,Morning,Bike,17,9.334354362322534,72
2681,7.572029746394977,Clear,High,Morning,Bike,9,5.990419832984757,51
2682,3.918080021028613,Clear,Medium,Evening,Bike,20,4.523926024513096,42
2683,9.794679021675757,Clear,Low,Morning,Scooter,6,5.458278537099613,28
2684,12.601514737114424,Clear,Medium,Morning,Bike,10,6.442739984274713,42
2685,18.43149635845775,Foggy,High,Afternoon,Bike,26,6.248508587257154,84
2686,11.5669825641163,Snowy,Medium,Morning,Bike,9,-0.052447053072119,60
2687,3.2486145615421207,Clear,High,Morning,Bike,9,4.523926024513096,29
2688,14.038608331092863,Snowy,Low,Morning,Scooter,19,3.7425242813729303,67
2689,13.67856741718932,Windy,High,Morning,Scooter,26,4.523926024513096,79
2690,15.199908526240034,Rainy,High,Afternoon,Scooter,14,1.937481851619633,92
2691,3.8789940034333714,Clear,Medium,Afternoon,Bike,22,7.829435087986151,35
2692,7.965566513469859,Clear,High,Evening,Scooter,14,6.826781431578395,40
2693,10.133035692498638,Clear,High,Morning,Car,18,5.753383831379667,57
2694,14.5765561608471,Windy,Medium,Morning,Bike,13,6.7980865899527,85
2695,10.860082295452496,Snowy,Low,Afternoon,Bike,27,9.116765470388914,59
2696,7.844511458660229,Clear,Medium,Evening,Car,27,0.0453133277282636,64
2697,13.781561761759743,Clear,Medium,Morning,Car,23,1.0571972785194568,77
2698,2.067878811282213,Clear,High,Morning,Car,28,7.021625894580377,45
2699,11.454206836258788,Windy,Low,Evening,Bike,14,7.722521403014238,53
2700,13.312655883428452,Clear,Low,Evening,Bike,28,4.827835282256543,69
2701,13.420596354555686,Clear,Low,Evening,Bike,29,1.820943205563576,70
2702,3.150792716916256,Clear,High,Morning,Bike,9,4.523926024513096,27
2703,7.195207470839817,Clear,Low,Morning,Bike,21,0.0017431088055727,56
2704,1.4020685308975864,Windy,Low,Evening,Bike,8,9.23091624175477,18
2705,12.05586125902667,Clear,Medium,Evening,Bike,28,-0.017740452893391,76
2706,0.578034224690571,Clear,Low,Afternoon,Bike,24,2.927936967089476,31
2707,2.691278216179074,Clear,Low,Morning,Scooter,6,1.0842532172666592,18
2708,11.222368273825577,Clear,High,Afternoon,Car,10,-0.0022351407870892,58
2709,6.335071565503136,Clear,Medium,Night,Scooter,22,-0.0408306514910493,51
2710,2.27332245556667,Snowy,High,Evening,Bike,13,10.114618110175536,37
2711,6.053603541646249,Clear,Medium,Evening,Car,18,1.0297339883571828,49
2712,7.757358484352755,Foggy,Medium,Night,Bike,7,6.324753117828673,39
2713,3.4861894603560155,Clear,Medium,Evening,Scooter,23,2.066750892248174,43
2714,7.005802626144997,Clear,Medium,Evening,Scooter,29,9.64577943540095,60
2715,3.6906683065821904,Rainy,Medium,Evening,Bike,10,5.175310885698753,35
2716,10.01009398783907,Windy,Low,Morning,Bike,11,4.183505853738224,43
2717,8.589855647534478,Clear,High,Morning,Bike,8,6.213798609638102,48
2718,18.319918049190704,Rainy,Medium,Afternoon,Bike,17,-0.0097671902164813,86
2719,13.797070252697615,Clear,Medium,Morning,Car,20,1.0862999001047169,81
2720,10.21621820492016,Foggy,Medium,Morning,Bike,25,2.998998214042099,76
2721,7.347062997325519,Foggy,Medium,Night,Bike,7,6.183839941943693,37
2722,20.064517289804463,Clear,Low,Evening,Scooter,8,9.165394079432676,57
2723,14.612028046145612,Clear,Medium,Evening,Car,11,1.962074684406926,61
2724,13.641124928953134,Rainy,Medium,Morning,Scooter,12,9.825123896292563,77
2725,2.7790984508436343,Clear,Medium,Morning,Car,6,4.713339229083181,19
2726,16.853105505850383,Snowy,High,Evening,Scooter,19,9.904009238593256,75
2727,9.166747438201346,Clear,Low,Morning,Scooter,6,4.993216191845215,29
2728,13.12653486924149,Clear,Medium,Morning,Bike,20,1.905257710498154,75
2729,12.90764870172322,Clear,Medium,Evening,Car,10,3.234082943987543,68
2730,16.370923850794036,Clear,Low,Evening,Bike,9,8.919800824949847,63
2731,2.3545454163646893,Clear,Low,Evening,Bike,27,3.123737847200399,32
2732,3.3159369928149176,Clear,Medium,Evening,Bike,14,3.92305999822849,25
2733,10.049200481784004,Clear,High,Morning,Car,18,6.5394867622895045,56
2734,12.707917324972996,Clear,Medium,Morning,Car,21,5.031396195191208,62
2735,15.657237683526334,Clear,Medium,Evening,Bike,18,2.1503861686107504,74
2736,7.388941089688189,Clear,Low,Evening,Scooter,13,8.859835903217808,47
2737,8.05030619484009,Rainy,Medium,Morning,Bike,11,6.163065346227532,53
2738,5.174661544078069,Clear,Low,Afternoon,Scooter,10,3.884988360762526,29
2739,17.885180687690703,Clear,High,Evening,Bike,8,6.219332743266272,71
2740,5.851842313124651,Clear,Medium,Evening,Scooter,29,3.832675530067624,62
2741,9.703999431980249,Rainy,Low,Evening,Scooter,28,7.554710777409175,61
2742,3.5620793092783787,Clear,Medium,Afternoon,Bike,22,8.357504718955132,37
2743,18.212107660949773,Rainy,High,Evening,Bike,16,0.9822161326375978,111
2744,6.712503483171614,Rainy,Medium,Evening,Bike,28,6.196399188819454,60
2745,3.73593348957846,Rainy,Medium,Afternoon,Scooter,17,3.6011374126523314,39
2746,12.963177331720969,Clear,Medium,Night,Bike,21,5.676654490454738,55
2747,8.150143069570065,Windy,Low,Afternoon,Car,10,7.6185715265848195,31
2748,3.818517823050601,Rainy,High,Evening,Bike,14,6.106407295811807,39
2749,10.872874184998455,Clear,Low,Afternoon,Bike,17,6.834223247592418,55
2750,10.414737423048576,Foggy,High,Evening,Bike,25,8.25009138834924,76
2751,1.5501111687515488,Clear,Medium,Evening,Bike,13,8.167735245291473,25
2752,19.18595038577842,Foggy,Medium,Morning,Car,28,9.469747105165522,80
2753,19.23991041555869,Windy,Medium,Morning,Bike,27,0.9683780480961912,111
2754,11.215974944920792,Foggy,Medium,Afternoon,Car,23,4.252034464907985,77
2755,13.563310674952024,Snowy,Low,Evening,Bike,21,7.832315864125725,71
2756,11.52431625729955,Clear,Medium,Morning,Scooter,17,2.0352011591090866,60
2757,9.98731261455756,Windy,Low,Morning,Bike,11,3.9109590986246,46
2758,5.842754927696832,Clear,Low,Evening,Car,29,0.973034353819451,53
2759,17.272535441920336,Foggy,Medium,Afternoon,Bike,8,5.418247425711238,72
2760,2.4480316317940694,Clear,Low,Evening,Bike,9,2.054034491453642,18
2761,15.363189237453335,Foggy,Medium,Afternoon,Scooter,12,2.90851459395762,60
2762,2.1737933753952,Rainy,Low,Night,Bike,22,1.9397416186819287,38
2763,10.100047029564196,Clear,Medium,Afternoon,Scooter,6,9.24775811716572,46
2764,8.177982181121475,Snowy,High,Evening,Bike,15,6.980324115755034,56
2765,11.472565126407508,Clear,Medium,Afternoon,Scooter,30,6.924122788909225,75
2766,2.91536500463746,Clear,Medium,Morning,Bike,25,8.892598534080987,92
2767,9.645614085587749,Foggy,High,Evening,Bike,26,7.649028954460304,69
2768,11.247985016060763,Rainy,High,Evening,Scooter,13,0.9818359444285384,71
2769,15.484614852144349,Clear,Medium,Morning,Scooter,11,8.448643264645671,63
2770,18.150819360863203,Clear,Medium,Morning,Bike,20,6.484007678723845,76
2771,13.474543520652338,Clear,Low,Evening,Scooter,8,5.140778381794831,58
2772,17.707329259096536,Clear,Low,Evening,Scooter,26,0.0181560399167516,76
2773,15.776581912918118,Rainy,Medium,Afternoon,Scooter,24,7.004910479604719,82
2774,3.047294403876155,Clear,Medium,Evening,Bike,15,4.126725055584629,28
2775,7.0077337768920085,Snowy,Low,Morning,Scooter,13,8.422146218700282,37
2776,10.855715034813077,Windy,Low,Morning,Bike,11,4.086907267904697,47
2777,17.78095509939479,Clear,Low,Afternoon,Car,11,9.884715427109072,70
2778,14.627030653192412,Clear,Low,Evening,Bike,23,0.0308224848736186,72
2779,15.452912896363568,Windy,Low,Morning,Car,29,0.1269246729530866,86
2780,2.0104948307400776,Clear,Low,Morning,Scooter,16,1.9025207672950435,23
2781,6.028005202387724,Rainy,High,Afternoon,Car,8,5.80692218936534,49
2782,3.466395580516489,Windy,Medium,Morning,Bike,7,5.856746718658496,22
2783,1.4695922614747827,Foggy,Medium,Evening,Bike,16,0.0008103299742025,74
2784,7.118621095513313,Clear,Medium,Afternoon,Bike,28,7.328177439168986,59
2785,3.1445448473339903,Rainy,Low,Evening,Scooter,28,0.0147284256287581,56
2786,3.1554506518554275,Clear,Medium,Evening,Scooter,17,6.636394778920289,35
2787,18.37476955237649,Snowy,Medium,Morning,Scooter,5,5.072923004347524,69
2788,17.31653612203854,Clear,Medium,Evening,Bike,24,4.965089089689605,66
2789,15.81166103063459,Rainy,Low,Afternoon,Scooter,31,-0.0212363603192027,70
2790,9.151077432772516,Snowy,Low,Night,Bike,14,6.430408371226351,44
2791,16.934562887263244,Clear,Medium,Afternoon,Bike,25,2.789008649699513,83
2792,1.774197766320449,Rainy,Medium,Night,Bike,24,4.809967896695632,39
2793,11.043291019211038,Rainy,Low,Evening,Bike,29,0.0170809469501942,72
2794,3.065720875958677,Windy,High,Afternoon,Bike,26,4.131801631426785,50
2795,15.406849542425888,Clear,Low,Evening,Bike,20,6.889551307612917,64
2796,8.71189299622951,Snowy,Low,Evening,Bike,31,4.159700980923134,65
2797,10.431870539174032,Clear,Medium,Afternoon,Scooter,30,7.128999393821022,78
2798,5.369984711574037,Clear,High,Morning,Bike,11,5.077822912566608,38
2799,16.943561743974957,Snowy,High,Evening,Scooter,20,8.595419400819052,78
2800,10.396872102353417,Rainy,Low,Afternoon,Car,8,6.810155250286463,46
2801,6.759891834858745,Clear,Medium,Morning,Scooter,25,1.9612283133508432,57
2802,3.274737309283535,Clear,High,Afternoon,Bike,17,8.469971856019368,35
2803,18.92956281212351,Windy,Medium,Morning,Scooter,21,6.054691634742144,67
2804,2.5262067989830537,Clear,Low,Afternoon,Scooter,25,1.0020630261779426,31
2805,2.972890634175338,Clear,High,Afternoon,Bike,17,9.6273937145767,32
2806,8.499602789960925,Snowy,Low,Evening,Car,29,6.6736031820680735,58
2807,3.8175784455814536,Clear,Medium,Evening,Scooter,6,6.947104343017093,26
2808,6.940722844915534,Clear,Medium,Morning,Scooter,8,9.412121594488328,30
2809,6.025844811913506,Rainy,High,Morning,Bike,23,5.676339653041106,62
2810,11.71890260108968,Rainy,Low,Morning,Bike,9,5.18807595020185,62
2811,19.587025252381157,Windy,High,Evening,Car,8,0.0357932314785573,90
2812,2.0506789833248864,Clear,High,Evening,Bike,28,4.984728637513911,44
2813,12.242631600273295,Clear,Medium,Morning,Scooter,18,8.484343243785615,59
2814,14.712471685980988,Snowy,Medium,Afternoon,Bike,20,9.073778166402665,92
2815,3.779025846844488,Clear,Low,Afternoon,Bike,5,3.9627080113967614,22
2816,11.842238807101918,Clear,High,Afternoon,Scooter,18,4.081491259235167,59
2817,8.571826755562864,Clear,High,Evening,Scooter,13,8.826330093067996,42
2818,14.729337063305731,Clear,Medium,Morning,Bike,13,6.770943993257043,51
2819,3.4389721575175027,Windy,Medium,Night,Bike,22,2.0037992106468208,46
2820,2.793610000533268,Clear,High,Afternoon,Bike,28,0.906297224863439,55
2821,14.710657401095508,Rainy,Low,Evening,Car,23,7.800396694228084,77
2822,2.185167620070364,Clear,Medium,Evening,Bike,15,9.204602733424162,26
2823,3.765535036744229,Clear,Medium,Morning,Bike,13,2.1389985043272404,30
2824,3.432592026234482,Clear,High,Afternoon,Car,15,6.029191725570879,47
2825,18.382427642154315,Rainy,High,Night,Car,24,4.523926024513096,100
2826,3.8167480922987154,Clear,Medium,Morning,Bike,18,4.200265226959918,36
2827,7.976081066191857,Windy,Medium,Afternoon,Car,17,5.883994103404802,42
2828,6.678206220180548,Rainy,Low,Evening,Scooter,16,0.921351620754728,39
2829,1.0790323079053563,Clear,Medium,Morning,Bike,15,9.744530976389266,25
2830,7.617630568399719,Foggy,Medium,Afternoon,Scooter,23,8.01868804810599,57
2831,16.970291495406098,Clear,Medium,Evening,Bike,14,3.1292023533187434,62
2832,11.742987156992037,Rainy,Low,Evening,Bike,11,9.393064045236212,40
2833,3.0987372796706247,Rainy,Medium,Morning,Scooter,21,0.9411726013029378,45
2834,3.187406648956483,Windy,High,Morning,Car,7,7.006317104935945,26
2835,9.967012881925406,Clear,Medium,Night,Car,25,4.909389544727352,53
2836,3.0825207941940778,Clear,Low,Afternoon,Bike,16,1.0064279460684693,28
2837,12.131847540808929,Clear,Medium,Morning,Car,21,4.547914486493942,65
2838,18.745233679968315,Clear,High,Evening,Bike,7,2.767026900047564,82
2839,2.304813694586852,Rainy,Medium,Evening,Bike,26,7.535185352335636,45
2840,12.339897337960627,Windy,High,Morning,Scooter,29,4.523926024513096,68
2841,8.637506072385202,Clear,Medium,Evening,Scooter,12,3.0531053440815583,108
2842,15.283313232189968,Clear,Medium,Evening,Bike,7,0.0047482145615759,49
2843,16.149775119403348,Rainy,Low,Afternoon,Scooter,25,-0.0504265404126323,71
2844,15.970468313563652,Clear,Low,Morning,Bike,11,5.079047978448349,78
2845,18.149267234509235,Clear,Low,Evening,Scooter,27,5.846439479671945,81
2846,10.162281906968095,Clear,Low,Morning,Bike,8,1.059964675742714,49
2847,9.86599330401748,Rainy,Medium,Afternoon,Scooter,8,3.8878885309811264,61
2848,4.1729126587070855,Clear,Medium,Evening,Bike,19,4.523926024513096,45
2849,6.897580974555214,Clear,Medium,Evening,Bike,16,2.841623304384924,49
2850,3.46870350534815,Rainy,Medium,Evening,Bike,10,4.935041115627199,32
2851,7.485734807676052,Rainy,Medium,Afternoon,Scooter,5,0.9731736699413004,37
2852,4.35929933100565,Windy,Medium,Afternoon,Bike,7,0.023145996171391,34
2853,8.94257767885416,Clear,Low,Morning,Bike,25,0.0391138739597732,61
2854,4.76710601336143,Rainy,Low,Morning,Car,25,9.038158978061764,41
2855,12.844689351565414,Rainy,Low,Morning,Car,15,4.003536654008628,60
2856,13.448847935454484,Foggy,High,Evening,Bike,9,7.527917634320205,65
2857,2.6552425816272742,Snowy,Low,Morning,Bike,5,7.665977509930927,26
2858,5.289077897504207,Clear,Low,Morning,Car,11,8.0385678521377,30
2859,18.242932431480984,Rainy,Medium,Morning,Car,28,9.215804575783691,80
2860,3.518403100628096,Clear,Medium,Afternoon,Bike,12,6.805216352235869,30
2861,18.477076242403975,Clear,Low,Morning,Car,16,7.744963359908327,56
2862,4.734395106944806,Rainy,High,Evening,Scooter,29,4.125271141217324,60
2863,2.8795567330656224,Clear,Medium,Evening,Bike,13,3.907374409258503,29
2864,6.552855205198893,Clear,Low,Evening,Car,9,7.5428981629110865,26
2865,18.067310782173124,Clear,Medium,Morning,Scooter,5,4.523926024513096,62
2866,3.7806053030833153,Clear,Low,Afternoon,Bike,13,5.332338106018454,25
2867,12.88717366779701,Clear,Medium,Evening,Car,10,3.2079585181976555,63
2868,3.4691779887115266,Clear,Low,Morning,Bike,21,7.120129001550951,33
2869,5.400905666120908,Clear,Low,Evening,Bike,15,5.292801067366198,34
2870,3.7390712453236943,Rainy,Low,Evening,Car,28,3.147521466084384,48
2871,11.39367593760768,Clear,Low,Afternoon,Scooter,5,4.523926024513096,51
2872,1.9029768025177,Clear,Low,Morning,Bike,8,7.848087145714744,14
2873,1.4002118754935822,Windy,Low,Evening,Bike,9,9.927371953756197,17
2874,13.23971114097952,Rainy,Medium,Evening,Bike,6,5.71664116269021,110
2875,2.018396901853694,Clear,High,Morning,Car,27,6.654984169635563,41
2876,9.224791319241058,Clear,Low,Morning,Bike,13,1.953864801741351,40
2877,8.670918335511073,Windy,High,Morning,Bike,20,3.7930370222850818,56
2878,5.766369129837036,Foggy,High,Evening,Bike,19,1.0006690954893418,107
2879,17.73533296965119,Clear,Low,Evening,Bike,7,3.1006480103262644,78
2880,18.973167443163792,Snowy,Low,Afternoon,Bike,10,7.470537307172005,63
2881,16.43972702702682,Rainy,High,Morning,Bike,22,6.66697018684554,112
2882,6.486755993235164,Clear,Medium,Afternoon,Bike,22,0.972930589264648,55
2883,19.02993913325194,Clear,Low,Evening,Car,27,3.7323338746359074,152
2884,14.268360395106043,Clear,Medium,Morning,Bike,10,8.513717497224118,46
2885,19.314608172985743,Clear,Medium,Night,Bike,8,0.0425329263945789,64
2886,3.699454107720675,Windy,High,Evening,Bike,16,6.4407801945111975,39
2887,0.796941617966421,Snowy,High,Evening,Bike,15,9.279791155655232,34
2888,3.182943575369118,Rainy,Low,Evening,Scooter,30,0.012373613622646,51
2889,5.245895570520715,Windy,High,Afternoon,Scooter,27,7.77637931502719,48
2890,12.126627993559255,Rainy,Medium,Evening,Scooter,6,7.205258595616764,63
2891,16.2344832351167,Rainy,Medium,Morning,Bike,9,6.098630055432317,66
2892,16.714376592610613,Foggy,Medium,Evening,Scooter,8,1.8836815491572223,67
2893,20.65067557306617,Rainy,High,Afternoon,Bike,9,7.243708272040341,70
2894,5.7598283812935,Foggy,High,Morning,Scooter,29,1.0923533608944207,108
2895,5.701529598177126,Rainy,High,Evening,Bike,11,9.000282074326389,46
2896,20.12849786885516,Snowy,Low,Afternoon,Bike,18,0.9692014773457204,98
2897,6.373116999476511,Rainy,Medium,Morning,Bike,14,-0.0201263499303351,47
2898,7.536228619799764,Rainy,Medium,Evening,Bike,6,1.000319635154333,38
2899,1.9356916230881651,Clear,High,Morning,Car,28,7.298571159618064,45
2900,1.797321150216206,Foggy,High,Afternoon,Scooter,8,8.99803995112661,30
2901,5.61223138002013,Clear,Low,Afternoon,Scooter,10,3.8499598200610063,32
2902,18.624354516227783,Windy,Low,Morning,Car,5,2.851214381500959,82
2903,2.3902197340306097,Clear,Medium,Evening,Bike,16,8.06277768268971,24
2904,19.751118963218623,Clear,Low,Morning,Car,21,7.022861842275464,66
2905,1.0898508258248978,Snowy,Medium,Morning,Bike,24,3.951180887568292,42
2906,14.515780922475807,Clear,Medium,Night,Bike,20,6.153969742695032,52
2907,15.323949969589954,Rainy,Low,Evening,Car,17,0.9280528568275028,72
2908,10.280508486038936,Clear,Medium,Evening,Bike,7,0.0169297216557931,49
2909,7.798031207325159,Foggy,Low,Evening,Car,20,1.7844993083100296,58
2910,18.160309930838416,Snowy,Medium,Afternoon,Car,13,4.048793969427335,87
2911,12.832994439267178,Windy,Low,Morning,Scooter,18,0.988431202125498,69
2912,21.07432620692999,Clear,High,Evening,Bike,8,5.6277885306674325,71
